Sample Number,Label,Text
40330,3,"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??"
40331,3,"@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them..."
40332,3,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris
40333,3,untypical kinda Friday #dull
40334,3,"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him."
40335,3,@WestermannNina xDD it's a song that can not be weary (?)
40336,3,Feels grim not having your nails done
40337,3,"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo"
40338,3,That AK47 leave your spine with a frown
40339,3,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late
40340,3,@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost
40341,3,One way ticket to the blues.
40342,3,@SWP_Roads   How dull.
40343,3,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either."
40344,3,Marcus Roho is dreadful
40345,3,"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp"
40346,3,Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook
40347,3,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.
40348,3,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind 
40349,3,Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs
40350,3,So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.
40351,3,penny dreadful just cleaved off a fraction of my heart
40352,3,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move"
40353,3,"Everything is far away because time is short, no rest for the weary."
40354,3,@chelseafc let them know it's the #blues
40355,3,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!
40356,3,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse"
40357,3,Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...
40358,3,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, "
40359,3,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM
40360,3,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
40361,3,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT
40362,3,@PurpleReplisol meden is frowning at you with her non existent face
40363,3,@realDonaldTrump negative campaign of doom and gloom don't win elections
40364,3,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him"
40365,3,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
40366,3,@HeyCaraJay I am inconsolable at this GIF in context
40367,3,"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn."
40368,3,Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.
40369,3,@harowe this sad truth!
40370,3,@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost
40371,3,Don't wanna go to work but I want the money 
40372,3,@ManUtd Rooney needs to come off! Absolutely dreadful! ðŸ™ˆðŸ™ˆðŸ™ˆ class goal from @carras16 @carras16 showing why he should be in the team!!
40373,3,Y'all tune into Snapchat for Beans funereal
40374,3,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe"
40375,3,@RyhenMessedUp goodbye despair
40376,3,Ffs dreadful defending
40377,3,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke
40378,3,"the waitress recognised me from last time i was in there moping, after my interview haha"
40379,3,What day is it #lost
40380,3,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad
40381,3,"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west."
40382,3,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”
40383,3,"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots"
40384,3,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now."
40385,3,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does
40386,3,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions
40387,3,"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth"
40388,3,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete
40389,3,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night.."
40390,3,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.
40391,3,The word happiness would lose its meaning if it were not balanced by sadness.
40392,3,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.
40393,3,@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.
40394,3,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer"
40395,3,"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!"
40396,3,"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk"
40397,3,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS
40398,3,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue
40399,3,Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.
40400,3,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark"
40401,3,"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner."
40402,3,November #canola lost $5.50 to $464.20 per tonne.
40403,3,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
40404,3,Brad Pitt being investigated for child abuse?! this all just got really #dark
40405,3,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.
40406,3,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \nâ€• Ernest Hemingway #quote
40407,3,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --"
40408,3,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. 
40409,3,lost my 244 day snapchat streak i'm done
40410,3,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.]
40411,3,@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.
40412,3,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! 
40413,3,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main
40414,3,"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -"
40415,3,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth 
40416,3,Never leave me alone with my credit card. Nope nope mope.
40417,3,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.
40418,3,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.
40419,3,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home"
40420,3,â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.â€â€“Plato
40421,3,"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'"
40422,3,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!
40423,3,History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final
40424,3,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.
40425,3,went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused
40426,3,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked
40427,3,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!
40428,3,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful."
40429,3,"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --"
40430,3,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear ðŸ˜˜
40431,3,You don't know how to love me when you're sober #sober #selenagomez #revival
40432,3,@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit
40433,3,"@coalese ðŸ˜‚ðŸ˜‚ðŸ˜‚. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ðŸ˜‚"
40434,3,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods
40435,3,@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :)
40436,3,What do you do?'\n'You are not worthy enough to know.' #what #serious
40437,3,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?"
40438,3,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday"
40439,3,Why doesn't anybody I know watch penny dreadful? â˜¹ï¸ï¸
40440,3,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober
40441,3,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon
40442,3,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly
40443,3,"Trying to think positive, and not let this situation discourage me âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨"
40444,3,Candice on great british bake off with that pout does my head in ðŸ‘ŠðŸ»ðŸ™„
40445,3,@BBCSport too dull for the UK.
40446,3,@LazyBoiSam blues... blues? ðŸ¤”
40447,3,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK
40448,3,"@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)"
40449,3,Positive thoughts on these gloom cloudy days
40450,3,When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure
40451,3,"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)"
40452,3,"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal."
40453,3,Cheap pout my brodcast
40454,3,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again."
40455,3,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves
40456,3,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad
40457,3,"Niggas murking in each other. In murky water, I try to swim."
40458,3,@talkRobyn oh dear I have to watch this the woman with the pout did well
40459,3,As I lost my heart to you there in the dark.. Underneath the stars ðŸŽ§
40460,3,It's dark
40461,3,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.
40462,3,@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;)
40463,3,@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We
40464,3,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
40465,3,@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype
40466,3,@Samkingftw nahh thats grim
40467,3,"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!"
40468,3,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know."
40469,3,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."
40470,3,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats 
40471,3,"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE â€” Where there's hate, let me sow love â€” Where there's injury, pardon â€” Where there's despair, hope"
40472,3,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame her.â€"
40473,3,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.
40474,3,some people leave toilets in fucking grim states
40475,3,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime 
40476,3,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull
40477,3,@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric
40478,3,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious
40479,3,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround
40480,3,"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory"
40481,3,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'"
40482,3,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat"
40483,3,Awareness of time is awareness of time lost. #awareness #time 
40484,3,the ending of how I met your mother is dreadful
40485,3,"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell."
40486,3,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.
40487,3,"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust."
40488,3,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost
40489,3,#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb
40490,3,Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed
40491,3,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston
40492,3,@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;
40493,3,"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain"
40494,3,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you
40495,3,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???
40496,3,Marcos rojo plays for man united !!  Just let that sink in !!!
40497,3,"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone"
40498,3,i lost my wallet lol.... again....
40499,3,"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)"
40500,3,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.
40501,3,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke
40502,3,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey
40503,3,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
40504,3,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process 
40505,3,@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today
40506,3,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous
40507,3,@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ðŸ®ðŸ·
40508,3,"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts"
40509,3,Life's too short to be frowning for so long
40510,3,A Leopard never changes its spots! #lost
40511,3,In need of a serious nap rn
40512,3,"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'"
40513,3,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7
40514,3,"A pessimist is someone who, when opportunity knocks, complains about the noise."
40515,3,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin
40516,3,"@JohnWildy71 something, too confused to type an entire word ðŸ˜œ See, I can laugh again. My hour of sadness has almost passed"
40517,3,@jenhasonen it is supposed to be #dark and #gritty though
40518,3,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink"
40519,3,"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief."
40520,3,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff"
40521,3,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?
40522,3,@JoaquinPutoAmo vas a ir al de the amaity affliction?
40523,3,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it
40524,3,â€œThe immense importance of football is sometimes scary. When you donâ€™t win you are responsible for so many unhappy people.â€ - Arsene Wenger
40525,3,"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets"
40526,3,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man."
40527,3,Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.
40528,3,@VosachResrus ^'ll just #wobble carry you #sink
40529,3,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow
40530,3,@10carley what a sulky pants!
40531,3,Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  âœ¨
40532,3,"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt"
40533,3,were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level
40534,3,"It is a solemn thing, and no small scandal in the Kingdom, to see Godâ€™s children starving while seated at the Fatherâ€™s table. -AW Tozer"
40535,3,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost
40536,3,Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016
40537,3,Fellaini has been playing ahead of this guy...just let that sink in
40538,3,@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.
40539,3,Gonna be a loooooong year as a Browns fan. Longer than normal and that's 
40540,3,@RossKemp great programme tonight  #upsetting #extremeworld
40541,3,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious
40542,3,"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant"
40543,3,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.
40544,3,Damn gud #premiere #LethalWeapon...#funny and #serious
40545,3,"@sundersays made me laugh, that quote. In a sort of rueful way."
40546,3,"But When it come to a serious situation, I be glad I gave it deep thought ðŸ’¯"
40547,3,All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me
40548,3,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB
40549,3,"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down ðŸ˜­ðŸ˜­for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz"
40550,3,"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices"
40551,3,"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck."
40552,3,"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits."
40553,3,Some Erykah Badu to sedate me ðŸ’•
40554,3,"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey"
40555,3,Don't get discouraged when simple minds don't see your vision
40556,3,#ThankYouCGI - Do not grow weary in doing good. #CGI2016
40557,3,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind
40558,3,I'm too sober time to get shit faced
40559,3,I don't want perfect. It's too boring and dull.
40560,3,@LacesUntied_ yea lol catchy you fret
40561,3,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.
40562,3,"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time."
40563,3,"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'"
40564,3,"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion"
40565,3,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost
40566,3,there are #serious #chinks in #Indiaâ€™s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer
40567,3,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. "
40568,3,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO
40569,3,@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley
40570,3,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn"
40571,3,@patthemanager how could I work with @chancetherapper . ? #serious
40572,3,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it
40573,3,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. â€• Mark Twain
40574,3,Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day.
40575,3,So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles
40576,3,@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!
40577,3,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris
40578,3,Learning how to use twitter #lost
40579,3,"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right."
40580,3,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh
40581,3,@Netflix_ME penny dreadful season 3?
40582,3,#Always #borrow #money from a #pessimist. He won't #expect it #back.
40583,3,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco"
40584,3,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ðŸ™ƒ"
40585,3,In serious need of a nap
40586,3,@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :)
40587,3,@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama
40588,3,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer."
40589,3,@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film
40590,3,"Never switched up, stayed down this the same person since day one."
40591,3,Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful
40592,3,And with rich Fumes his sullen sences cheer'd.
40593,3,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor
40594,3,"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?"
40595,3,First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family
40596,3,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights
40597,3,"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/"
40598,3,@BookOfKaells @quennell3_ no blues?!
40599,3,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids."
40600,3,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate"
40601,3,Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on
40602,3,@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.
40603,3,thereâ€™s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan
40604,3,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"
40605,3,@Bietron ðŸ¤“ dont be sad.. btw good night davina..go sleep larh..
40606,3,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq
40607,3,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday
40608,3,Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta
40609,3,"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways."
40610,3,"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing."
40611,3,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised 
40612,3,No quite sure how Craig Gordon's stayed on the park there !!
40613,3,@courtneymee I'm 3 days sober don't wanna ruin it
40614,3,I wanna see you smile I don't wanna see you make a frown
40615,3,@KurakkuSora he is.\nSure his mind was clouded but...]
40616,3,Snores on TL. Boredom sunk in.
40617,3,Season 3 of penny dreadful is on Netflix...well my afternoon is filled
40618,3,Do not grow weary in doing good.'\n\n-@billclinton
40619,3,@SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.
40620,3,"LOL! @TheFrankJLopes was just awarded the â€œFâ€ bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious"
40621,3,Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce
40622,3,"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural"
40623,3,@Vixen85Webster yep &amp; I stayed in pjs all day too lol x
